Ticker,NumberShares,Direction,EntryDate,EntryPrice,ExpiryDate,ExitPrice,SpotPrice_Close,Strike,Premium,Outcome,OptionType,PnL_Option,PnL_Stock,PnL_Realized,PnL_Unrealized,PnL_Total,PnL_Percent,PnL_Option_Position,PnL_Stock_Position,PnL_Realized_Position,PnL_Unrealized_Position,PnL_Total_position,,Volatility,Vol_ZScore,MaxCorrelation,Sector
CPAY,63.9018445202676,short,2015-07-13,156.490005493164,2015-08-11,161.149993896484,161.149993896484,148.665505218506,1.19525543451931,Put Expired,Put,1.19525543451931,-4.65998840332031,1.19525543451931,-4.65998840332031,-3.464732968801,-0.0003464732968801,76.3790269386579,-297.781854415225,76.3790269386579,-297.781854415225,-221.402827476567,,0.225411047969975,1.33821324160606,0.751685078902174,Technology
AOS,347.709985858498,short,2015-07-13,28.7595996856689,2015-08-11,29.8965396881104,29.8965396881104,27.3216197013855,0.40525515173692,Put Expired,Put,0.40525515173692,-1.13694000244141,0.40525515173692,-1.13694000244141,-0.731684850704486,-7.31684850704486E-05,140.911263079528,-395.325392170862,140.911263079528,-395.325392170862,-254.414129091334,,0.30880489598087,3.67833501839836,0.842491230278978,Industrials
CNC,281.491895016959,short,2015-08-11,35.5250015258789,2015-09-10,33.748751449585,30.9599990844727,33.748751449585,0.669741108149175,Option Assigned,Put,0.669741108149175,1.77625007629395,2.44599118444312,0,2.44599118444312,0.000244599118444312,188.526693703669,500.000000000001,688.52669370367,0,688.52669370367,,0.360747657965513,0.255033853947839,0.847651576681082,Healthcare
CPAY,62.0539893189419,long,2015-08-11,161.149993896484,2015-09-10,151.309997558594,151.309997558594,169.207493591309,0.594610892049541,Call Expired,Call,0.594610892049541,-9.83999633789063,0.594610892049541,-9.83999633789063,-9.24538544584108,-0.000924538544584108,36.8979779441688,-610.611027649893,36.8979779441688,-610.611027649893,-573.713049705724,,0.157777670575042,-0.991881986858666,0.643654918974059,Technology
AOS,334.486870531606,long,2015-08-11,29.8965396881104,2015-09-10,29.1832981109619,29.1832981109619,31.3913666725159,0.665055834741676,Call Expired,Call,0.665055834741676,-0.713241577148434,0.665055834741676,-0.713241577148434,-0.0481857424067584,-4.81857424067584E-06,222.452444891528,-238.569943073407,222.452444891528,-238.569943073407,-16.1174981818787,,0.361700855641703,1.46913431981424,0.723362098910566,Industrials
ZBRA,119.331737897714,short,2015-08-11,83.8000030517578,2015-09-10,81.25,81.25,79.6100028991699,5.03653013091399,Put Expired,Put,5.03653013091399,2.55000305175781,5.03653013091399,2.55000305175781,7.5865331826718,0.00075865331826718,601.017893496167,304.296295810734,601.017893496167,304.296295810734,905.314189306902,,0.83661769929275,4.70232441170923,0.725397149889851,Technology
MOS,274.884569955976,short,2015-08-11,36.37890625,2015-09-10,34.5599609375,32.9505119323731,34.5599609375,0.210608535349806,Option Assigned,Put,0.210608535349806,1.8189453125,2.0295538478498,0,2.0295538478498,0.00020295538478498,57.8930366686893,500,557.893036668689,0,557.893036668689,,0.204549730962988,3.41189862087121,0.447453420003479,Basic Materials
CPAY,66.0894862292729,short,2015-09-10,151.309997558594,2015-10-09,147.199996948242,147.199996948242,143.744497680664,2.1370251580513,Put Expired,Put,2.1370251580513,4.11000061035156,2.1370251580513,4.11000061035156,6.24702576840286,0.000624702576840286,141.234894754641,271.627828740133,141.234894754641,271.627828740133,412.862723494774,,0.302486531143515,1.91425792028528,0.67359773378977,Technology
AOS,342.661749949495,short,2015-09-10,29.1832981109619,2015-10-09,30.2168731689453,30.2168731689453,27.7241332054138,0.565961277772296,Put Expired,Put,0.565961277772296,-1.03357505798339,0.565961277772296,-1.03357505798339,-0.467613780211099,-4.67613780211099E-05,193.933281845107,-354.166638072741,193.933281845107,-354.166638072741,-160.233356227634,,0.360236481095188,0.739065780028885,0.678156407956676,Industrials
ZBRA,123.076923076923,short,2015-09-10,81.25,2015-10-09,78.3300018310547,78.3300018310547,77.1875,5.29258972031495,Put Expired,Put,5.29258972031495,2.91999816894531,5.29258972031495,2.91999816894531,8.21258788926026,0.000821258788926026,651.395657884917,359.384390024038,651.395657884917,359.384390024038,1010.78004790896,,0.877109403107019,1.34242926521584,0.678156407956676,Technology
LULU,186.776238868159,short,2015-09-10,53.5400009155273,2015-10-09,52.75,52.75,50.863000869751,2.24619055487546,Put Expired,Put,2.24619055487546,0.790000915527344,2.24619055487546,0.790000915527344,3.03619147040281,0.000303619147040281,419.535023620822,147.5533997046,419.535023620822,147.5533997046,567.088423325422,,0.612272497051713,3.22870027019946,0.830577970982296,Consumer Cyclical
PM,208.069850206916,short,2015-09-10,48.0607833862305,2015-10-09,51.8860969543457,51.8860969543457,45.6577442169189,0.389479356966149,Put Expired,Put,0.389479356966149,-3.82531356811523,0.389479356966149,-3.82531356811523,-3.43583421114909,-0.000343583421114909,81.0389114626325,-795.932421112219,81.0389114626325,-795.932421112219,-714.893509649587,,0.234031183729672,3.03511403713982,0.826448879087154,Consumer Defensive
CPAY,67.934784017123,short,2015-10-09,147.199996948242,2015-11-09,153.470001220703,153.470001220703,139.83999710083,1.96346518879403,Put Expired,Put,1.96346518879403,-6.27000427246094,1.96346518879403,-6.27000427246094,-4.30653908366691,-0.000430653908366691,133.387583525862,-425.951386036072,133.387583525862,-425.951386036072,-292.56380251021,,0.294621234118332,0.700978759106008,0.735930304631696,Technology
AOS,330.940926418464,long,2015-10-09,30.2168731689453,2015-11-09,31.7277168273926,33.0738563537598,31.7277168273926,0.513990653425152,Option Assigned,Call,0.513990653425152,1.51084365844727,2.02483431187242,0,2.02483431187242,0.000202483431187242,170.100543014952,500.000000000001,670.100543014952,0,670.100543014952,,0.305387230350696,-1.58570503221951,0.826448879087154,Industrials
ZBRA,127.665004037258,short,2015-10-09,78.3300018310547,2015-11-09,82.9899978637695,82.9899978637695,74.413501739502,1.66639422313177,Put Expired,Put,1.66639422313177,-4.65999603271484,1.66639422313177,-4.65999603271484,-2.99360180958307,-0.000299360180958307,212.740225223781,-594.918412330145,212.740225223781,-594.918412330145,-382.178187106365,,0.373688339597896,-0.797602275810472,0.830577970982296,Technology
LULU,189.57345971564,short,2015-10-09,52.75,2015-11-09,50.1699981689453,50.1699981689453,50.1125,2.15011434181433,Put Expired,Put,2.15011434181433,2.58000183105469,2.15011434181433,2.58000183105469,4.73011617286902,0.000473011617286902,407.604614561958,489.099873185723,407.604614561958,489.099873185723,896.704487747681,,0.601329087842724,1.1895538807328,0.830577970982296,Consumer Cyclical
PM,192.729856107677,long,2015-10-09,51.8860969543457,2015-11-09,52.614372253418,52.614372253418,54.480401802063,0.434345555527207,Call Expired,Call,0.434345555527207,0.728275299072266,0.434345555527207,0.728275299072266,1.16262085459947,0.000116262085459947,83.7113564177674,140.360393596973,83.7113564177674,140.360393596973,224.07175001474,,0.216811217531967,0.573744034438179,0.826448879087154,Consumer Defensive
CPAY,65.1593140057329,long,2015-11-09,153.470001220703,2015-12-09,146,146,161.143501281738,2.87324344908304,Call Expired,Call,2.87324344908304,-7.47000122070313,2.87324344908304,-7.47000122070313,-4.59675777162008,-0.000459675777162008,187.218572113717,-486.740155163003,187.218572113717,-486.740155163003,-299.521583049286,,0.319036198529108,0.792303828846382,0.735930304631696,Technology
ZBRA,120.496448456539,long,2015-11-09,82.9899978637695,2015-12-09,74.6399993896484,74.6399993896484,87.139497756958,1.67428397926834,Call Expired,Call,1.67428397926834,-8.34999847412109,1.67428397926834,-8.34999847412109,-6.67571449485275,-0.000667571449485275,201.745273209517,-1006.14516074911,201.745273209517,-1006.14516074911,-804.399887539596,,0.332896168305149,-1.04718662643865,0.830577970982296,Technology
LULU,199.322311440503,short,2015-11-09,50.1699981689453,2015-12-09,47.661498260498,45.3199996948242,47.661498260498,0.926345316043069,Option Assigned,Put,0.926345316043069,2.50849990844727,3.43484522449034,0,3.43484522449034,0.000343484522449034,184.641289585788,500.000000000001,684.641289585789,0,684.641289585789,,0.350871862642592,-0.744639407822614,0.830577970982296,Consumer Cyclical
PM,190.062136479265,long,2015-11-09,52.614372253418,2015-12-09,54.3239440917969,54.3239440917969,55.2450908660889,0.179139966285211,Call Expired,Call,0.179139966285211,1.70957183837891,0.179139966285211,1.70957183837891,1.88871180466412,0.000188871180466412,34.0477247209908,324.924876067082,34.0477247209908,324.924876067082,358.972600788072,,0.153972877641865,-0.931269286829786,0.667456014835285,Consumer Defensive
BLDR,682.128247209039,long,2015-11-09,14.6599998474121,2015-12-09,12.1599998474121,12.1599998474121,15.3929998397827,1.12535304547636,Call Expired,Call,1.12535304547636,-2.5,1.12535304547636,-2.5,-1.37464695452364,-0.000137464695452364,767.635100402144,-1705.3206180226,767.635100402144,-1705.3206180226,-937.685517620453,,0.785346211692857,4.8120512865804,0.770977831160471,Industrials
CPAY,68.4931506849315,short,2015-12-09,146,2016-01-11,138.7,125.559997558594,138.7,2.09502739404024,Option Assigned,Put,2.09502739404024,7.30000000000001,9.39502739404026,0,9.39502739404026,0.000939502739404026,143.495026989058,500.000000000001,643.495026989059,0,643.495026989059,,0.299420237675611,-0.168506585197874,0.735930304631696,Technology
ZBRA,133.976421245615,short,2015-12-09,74.6399993896484,2016-01-11,70.907999420166,58.8600006103516,70.907999420166,2.31539170287641,Option Assigned,Put,2.31539170287641,3.73199996948243,6.04739167235884,0,6.04739167235884,0.000604739167235884,310.207894133172,500.000000000001,810.207894133174,0,810.207894133174,,0.476782892730302,0.171917760343237,0.830577970982296,Technology
PM,184.080890428389,long,2015-12-09,54.3239440917969,2016-01-11,55.6871910095215,55.6871910095215,57.0401412963867,0.175471325406835,Call Expired,Call,0.175471325406835,1.36324691772461,0.175471325406835,1.36324691772461,1.53871824313144,0.000153871824313144,32.3009178255398,250.947706488503,32.3009178255398,250.947706488503,283.248624314043,,0.151389345780243,-0.675580257580824,0.743500337882322,Consumer Defensive
BLDR,822.368431371995,short,2015-12-09,12.1599998474121,2016-01-11,11.5519998550415,9.15999984741211,11.5519998550415,0.843054463686439,Option Assigned,Put,0.843054463686439,0.607999992370607,1.45105445605705,0,1.45105445605705,0.000145105445605705,693.301376862976,500.000000000001,1193.30137686298,0,1193.30137686298,,0.772365354008508,1.27619397644566,0.743500337882322,Industrials
TRGP,512.421797200059,short,2015-12-09,19.515172958374,2016-01-11,18.5394143104553,13.5879249572754,18.5394143104553,1.56789261102275,Option Assigned,Put,1.56789261102275,0.975758647918703,2.54365125894145,0,2.54365125894145,0.000254365125894145,803.422349556968,500.000000000001,1303.42234955697,0,1303.42234955697,,0.962444782233156,4.38377856042514,0.814293916571416,Energy
PM,179.574509303049,long,2016-01-11,55.6871910095215,2016-02-10,55.7246627807617,55.7246627807617,58.4715505599976,0.383104280430945,Call Expired,Call,0.383104280430945,0.0374717712402273,0.383104280430945,0.0374717712402273,0.420576051671173,4.20576051671173E-05,68.7957631702848,6.72897493317993,68.7957631702848,6.72897493317993,75.5247381034648,,0.198901847504628,1.9008138856099,0.743500337882322,Consumer Defensive
WTW,99.2597698423174,short,2016-01-11,100.745750427246,2016-02-10,95.7084629058838,94.2174911499023,95.7084629058838,1.97387121552275,Option Assigned,Put,1.97387121552275,5.03728752136232,7.01115873688507,0,7.01115873688507,0.000701115873688507,195.926002551163,500.000000000001,695.926002551165,0,695.926002551165,,0.365642524756982,3.4172179304892,0.735993298156317,Financial Services
FCX,2540.38612281713,short,2016-01-11,3.93640947341919,2016-02-10,4.54833269119263,4.54833269119263,3.73958899974823,0.357975307372092,Put Expired,Put,0.357975307372092,-0.611923217773438,0.357975307372092,-0.611923217773438,-0.253947910401346,-2.53947910401346E-05,909.395503159259,-1554.52125066125,909.395503159259,-1554.52125066125,-645.125747501987,,1.06302586685939,3.27966691358112,0.815798691874508,Basic Materials
JPM,219.166519451505,short,2016-01-11,45.6274070739746,2016-02-10,43.3460367202759,43.0602264404297,43.3460367202759,0.533653408848025,Option Assigned,Put,0.533653408848025,2.28137035369873,2.81502376254676,0,2.81502376254676,0.000281502376254676,116.958960210653,500.000000000001,616.958960210653,0,616.958960210653,,0.276139580849879,2.83364612207136,0.936406093918854,Financial Services
PM,179.453755320927,long,2016-02-10,55.7246627807617,2016-03-11,58.5108959197998,60.2585601806641,58.5108959197998,0.223364355501978,Option Assigned,Call,0.223364355501978,2.78623313903809,3.00959749454007,0,3.00959749454007,0.000300959749454007,40.0835723996686,500.000000000001,540.083572399669,0,540.083572399669,,0.162736409782714,-0.450072068966411,0.815798691874508,Consumer Defensive
FCX,2198.60785895543,long,2016-02-10,4.54833269119263,2016-03-11,4.77574932575226,8.72220516204834,4.77574932575226,0.575841030805267,Option Assigned,Call,0.575841030805267,0.227416634559631,0.803257665364898,0,0.803257665364898,8.03257665364898E-05,1266.04861583745,500,1766.04861583745,0,1766.04861583745,,1.28851338902899,1.44488190874269,0.827635660308304,Basic Materials
WAB,161.000227671754,long,2016-02-10,62.1117134094238,2016-03-11,65.217299079895,73.7754440307617,65.217299079895,1.57233071479784,Option Assigned,Call,1.57233071479784,3.1055856704712,4.67791638526904,0,4.67791638526904,0.000467791638526904,253.145603057744,500.000000000001,753.145603057746,0,753.145603057746,,0.380724615014836,5.30331654039511,0.683681991596484,Industrials
DOC,643.907145555576,short,2016-02-10,15.5301895141602,2016-03-11,18.6465072631836,18.6465072631836,14.7536800384521,0.673831391274788,Put Expired,Put,0.673831391274788,-3.11631774902344,0.673831391274788,-3.11631774902344,-2.44248635774865,-0.000244248635774865,433.884847741491,-2006.61926641786,433.884847741491,-2006.61926641786,-1572.73441867637,,0.627157257286223,4.63829065959947,0.235236602030157,Real Estate
DOC,536.293465519111,long,2016-03-11,18.6465072631836,2016-04-12,19.5788326263428,19.9649410247803,19.5788326263428,0.923585291061388,Option Assigned,Call,0.923585291061388,0.93232536315918,1.85591065422057,0,1.85591065422057,0.000185591065422057,495.312756445789,500,995.312756445788,0,995.312756445788,,0.64118863722074,1.21462627774312,,Real Estate
AMCR,1434.38927830347,long,2016-03-11,6.97160816192627,2016-04-12,7.32018857002258,7.32451725006104,7.32018857002258,0.335553305300529,Option Assigned,Call,0.335553305300529,0.348580408096314,0.684133713396843,0,0.684133713396843,6.84133713396843E-05,481.314063422369,500.000000000001,981.31406342237,0,981.31406342237,,0.538427676086533,4.34623554236872,0.399731091909274,Consumer Cyclical
ULTA,52.1866206806048,long,2016-03-11,191.619995117188,2016-04-12,201.200994873047,203.940002441406,201.200994873047,9.92022807654736,Option Assigned,Call,9.92022807654736,9.58099975585938,19.5012278324067,0,19.5012278324067,0.00195012278324067,517.703179695862,500,1017.70317969586,0,1017.70317969586,,0.593157603675594,2.91377689030375,0.732610961453486,Consumer Cyclical
DG,132.170295504554,long,2016-03-11,75.6599655151367,2016-04-12,74.4026641845703,74.4026641845703,79.4429637908936,2.09047311999712,Call Expired,Call,2.09047311999712,-1.25730133056641,2.09047311999712,-1.25730133056641,0.833171789430715,8.33171789430715E-05,276.298450014347,-166.177888399231,276.298450014347,-166.177888399231,110.120561615116,,0.395567564958987,2.78181872842997,0.832441380299841,Consumer Defensive
ERIE,135.074918185442,short,2016-03-11,74.0329895019531,2016-04-12,75.0066452026367,75.0066452026367,70.3313400268555,1.13974640714244,Put Expired,Put,1.13974640714244,-0.973655700683594,1.13974640714244,-0.973655700683594,0.166090706458846,1.66090706458846E-05,153.951152696916,-131.516464110626,153.951152696916,-131.516464110626,22.4346885862908,,0.322103696646859,2.51639960191367,0.801891745011809,Financial Services
DG,134.403789294333,short,2016-04-12,74.4026641845703,2016-05-11,74.1794815063477,74.1794815063477,70.6825309753418,1.4268535799839,Put Expired,Put,1.4268535799839,0.223182678222656,1.4268535799839,0.223182678222656,1.65003625820655,0.000165003625820656,191.774527918021,29.9965976579828,191.774527918021,29.9965976579828,221.771125576003,,0.341194572328177,0.7926245066864,0.64918794331692,Consumer Defensive
ERIE,133.321520686389,long,2016-04-12,75.0066452026367,2016-05-11,78.4595565795898,78.4595565795898,78.7569774627686,0.936189082955206,Call Expired,Call,0.936189082955206,3.45291137695313,0.936189082955206,3.45291137695313,4.38910045990833,0.000438910045990833,124.814152189584,460.347395570725,124.814152189584,460.347395570725,585.16154776031,,0.265574400176083,0.0882753818904688,0.64918794331692,Financial Services
REGN,24.5370896965864,long,2016-04-12,407.546295166016,2016-05-11,371.382751464844,371.382751464844,427.923609924316,17.329599636146,Call Expired,Call,17.329599636146,-36.1635437011719,17.329599636146,-36.1635437011719,-18.8339440650259,-0.00188339440650259,425.217940678045,-887.348115542076,425.217940678045,-887.348115542076,-462.130174864031,,0.5259134700956,1.81120741519588,0.7388722174537,Healthcare
DG,134.808167931779,short,2016-05-11,74.1794815063477,2016-06-10,81.6242065429688,81.6242065429688,70.4705074310303,0.348721221608258,Put Expired,Put,0.348721221608258,-7.44472503662109,0.348721221608258,-7.44472503662109,-7.09600381501284,-0.000709600381501284,47.0104690039412,-1003.60974294274,47.0104690039412,-1003.60974294274,-956.599273938794,,0.189506310549476,-1.40131634515246,0.64918794331692,Consumer Defensive
ERIE,127.454199793443,long,2016-05-11,78.4595565795898,2016-06-10,80.0387496948242,80.0387496948242,82.3825344085693,0.4601037706922,Call Expired,Call,0.4601037706922,1.57919311523438,0.4601037706922,1.57919311523438,2.03929688592658,0.000203929688592658,58.6421579155202,201.274794821512,58.6421579155202,201.274794821512,259.916952737032,,0.187315035515982,-1.08524802790617,0.7388722174537,Financial Services
REGN,26.9263986024042,short,2016-05-11,371.382751464844,2016-06-10,371.552520751953,371.552520751953,352.813613891602,14.9503007070103,Put Expired,Put,14.9503007070103,-0.169769287109375,14.9503007070103,-0.169769287109375,14.780531419901,0.0014780531419901,402.557756062766,-4.57127549515303,402.557756062766,-4.57127549515303,397.986480567613,,0.545881216325939,1.52643322025608,0.7388722174537,Healthcare
CAH,170.394767204155,short,2016-05-11,58.6872482299805,2016-06-10,59.8844947814941,59.8844947814941,55.7528858184814,1.0541639817171,Put Expired,Put,1.0541639817171,-1.19724655151367,1.0541639817171,-1.19724655151367,-0.143082569796576,-1.43082569796576E-05,179.62402625969,-204.00454743115,179.62402625969,-204.00454743115,-24.3805211714599,,0.352430556653309,1.8882487647456,0.727884656177574,Healthcare
STX,798.975374064434,short,2016-05-11,12.5160303115845,2016-06-10,15.4711999893188,15.4711999893188,11.8902287960052,0.936539926697009,Put Expired,Put,0.936539926697009,-2.95516967773438,0.936539926697009,-2.95516967773438,-2.01862975103737,-0.000201862975103737,748.27233825902,-2361.1077986917,748.27233825902,-2361.1077986917,-1612.83546043268,,0.95924784453894,1.75683120154264,0.733182604275535,Technology
DG,122.512676368079,long,2016-06-10,81.6242065429688,2016-07-12,83.2801361083984,83.2801361083984,85.7054168701172,0.951728079957249,Call Expired,Call,0.951728079957249,1.65592956542969,0.951728079957249,1.65592956542969,2.60765764538694,0.000260765764538694,116.598754250216,202.872362937822,116.598754250216,202.872362937822,319.471117188038,,0.250879271290967,-0.268202685093928,0.733182604275535,Consumer Defensive
ERIE,124.93948291457,long,2016-06-10,80.0387496948242,2016-07-12,80.9939422607422,80.9939422607422,84.0406871795654,0.183704153780482,Call Expired,Call,0.183704153780482,0.955192565917969,0.183704153780482,0.955192565917969,1.13889671969845,0.000113889671969845,22.951901982592,119.341265269632,22.951901982592,119.341265269632,142.293167252224,,0.135688678690676,-1.29879269034825,0.7388722174537,Financial Services
REGN,26.9140954279138,long,2016-06-10,371.552520751953,2016-07-12,368.276733398438,368.276733398438,390.130146789551,9.08632544258927,Call Expired,Call,9.08632544258927,-3.27578735351563,9.08632544258927,-3.27578735351563,5.81053808907365,0.000581053808907365,244.550230050929,-88.1648534340728,244.550230050929,-88.1648534340728,156.385376616856,,0.375614130543265,-1.28897193440747,0.7388722174537,Healthcare
CAH,166.988133347169,long,2016-06-10,59.8844947814941,2016-07-12,62.7285919189453,62.7285919189453,62.8787195205689,0.298705169741234,Call Expired,Call,0.298705169741234,2.84409713745117,0.298705169741234,2.84409713745117,3.14280230719241,0.000314280230719241,49.8802187162381,474.930472040998,49.8802187162381,474.930472040998,524.810690757236,,0.176470992334678,-1.42483162575059,0.727884656177574,Healthcare
STX,646.362273573084,long,2016-06-10,15.4711999893188,2016-07-12,16.2447599887848,19.6231555938721,16.2447599887848,0.918216990505274,Option Assigned,Call,0.918216990505274,0.773559999465942,1.69177698997122,0,1.69177698997122,0.000169177698997122,593.500821616424,500,1093.50082161642,0,1093.50082161642,,0.74067895108577,0.0587844898301408,0.733182604275535,Technology
DG,120.076652936588,long,2016-07-12,83.2801361083984,2016-08-10,83.2622451782227,83.2622451782227,87.4441429138184,0.0842726135884657,Call Expired,Call,0.0842726135884657,-0.0178909301757813,0.0842726135884657,-0.0178909301757813,0.0663816834126845,6.63816834126845E-06,10.1191733739214,-2.14828301343002,10.1191733739214,-2.14828301343002,7.9708903604914,,0.11049961809162,-2.22111154616884,0.733182604275535,Consumer Defensive
ERIE,123.466023765175,long,2016-07-12,80.9939422607422,2016-08-10,81.6863479614258,81.6863479614258,85.0436393737793,0.373323287803114,Call Expired,Call,0.373323287803114,0.692405700683594,0.373323287803114,0.692405700683594,1.06572898848671,0.000106572898848671,46.0927419239925,85.4885786957432,46.0927419239925,85.4885786957432,131.581320619736,,0.170809319872561,0.106487955260602,0.7388722174537,Financial Services
REGN,27.1534938080952,short,2016-07-12,368.276733398438,2016-08-10,414.94677734375,414.94677734375,349.862896728516,5.67561452500047,Put Expired,Put,5.67561452500047,-46.6700439453125,5.67561452500047,-46.6700439453125,-40.994429420312,-0.0040994429420312,154.112763861735,-1267.25474929257,154.112763861735,-1267.25474929257,-1113.14198543084,,0.317045454893379,-1.07631020189376,0.7388722174537,Healthcare
CAH,159.416937222527,long,2016-07-12,62.7285919189453,2016-08-10,64.0941162109375,64.0941162109375,65.8650215148926,0.541197965022661,Call Expired,Call,0.541197965022661,1.36552429199219,0.541197965022661,1.36552429199219,1.90672225701485,0.000190672225701485,86.2761220149768,217.687700332354,86.2761220149768,217.687700332354,303.963822347331,,0.22007392602904,-0.616177371350468,0.727884656177574,Healthcare
DAL,276.852041559912,short,2016-07-12,36.1203765869141,2016-08-10,34.3143577575684,32.9497985839844,34.3143577575684,1.05513324540901,Option Assigned,Put,1.05513324540901,1.8060188293457,2.86115207475471,0,2.86115207475471,0.000286115207475471,292.11579310922,500,792.11579310922,0,792.11579310922,,0.458718406819685,2.90329305666003,0.529508859466803,Industrials
